ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
ODN1,GILMARCIOCRUZ,ACTIVE,2025-05-10-19.48.44.000000,,RENATOSOARES
ODN1,GILSONLOUREIRO,ACTIVE,2021-06-14-14.05.38.000000,,ITEAM
ODN1,GILSONLOUREIRO,INACTIVE,2021-08-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GILVANMORAIS,ACTIVE,2025-04-11-16.44.01.000000,,ITEAM
ODN1,GILVANMORAIS,INACTIVE,2025-06-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GILVANMORAIS,ACTIVE,2026-01-07-17.08.26.112000,Ticket#2026010729001034,HELPDESK
ODN1,GILVANMORAIS,ACTIVE,2026-01-07-17.08.26.112000,Ticket#2026010729001034,HELPDESK
ODN1,GILVANMORAIS,INACTIVE,2025-06-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GILVANMSOUZA,NEWREG,2024-08-02-22.38.56.000000,,MAXADMIN
ODN1,GILVANMSOUZA,INACTIVE,2024-09-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GILVANMSOUZA,ACTIVE,2024-08-02-22.42.54.000000,,RAPHAELBARBOSA
ODN1,GILVANSOUZA,NEWREG,2024-02-11-07.55.48.000000,,MAXADMIN
ODN1,GILVANSOUZA,INACTIVE,2024-04-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GILVANSOUZA,ACTIVE,2024-02-11-07.56.51.000000,,RAPHAELBARBOSA
ODN1,GIOVANEFGOLCALVES,NEWREG,2024-11-29-21.49.44.000000,,MAXADMIN
ODN1,GIOVANEFREITAS,ACTIVE,2024-11-23-22.41.12.000000,,LUIZFELIPE
ODN1,GIOVANEFREITAS,INACTIVE,2025-01-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GIOVANEFREITAS,NEWREG,2024-11-22-17.22.04.000000,,MAXADMIN
ODN1,GIOVANEGONCALVES,ACTIVE,2024-11-26-10.01.39.000000,,ITEAM
ODN1,GIOVANEGONCALVES,INACTIVE,2025-01-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GISLANPACHECO,ACTIVE,2013-12-06-15.06.22.000000,,MAXADMIN
ODN1,GISLANPACHECO,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,GISLANPACHECO,ACTIVE,2022-10-05-08.39.26.000000,,MAXADOOG
ODN1,GISLANPACHECO,ACTIVE,2025-08-11-14.11.29.000000,,MAXADMIN
ODN1,GISLANPACHECO,BLOCKED,2025-08-11-14.01.34.000000,,MAXADMIN
ODN1,GIULIACARVALHO,NEWREG,2024-08-18-19.39.05.000000,,MAXADMIN
ODN1,GIULIACARVALHO,INACTIVE,2024-10-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GIULIACARVALHO,ACTIVE,2024-08-18-19.39.42.000000,,LUIZFELIPE
ODN1,GLEYCIELLENSILVA,NEWREG,2026-03-23-09.03.12.430000,,MAXADMIN
ODN1,GLEYCIELLENSILVA,ACTIVE,2026-03-23-09.14.28.518000,,LUIZFELIPE
ODN1,GLEYCIELLENSILVA,INACTIVE,2026-05-20-07.45.02.617000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GLIMA,NEWREG,2026-04-24-08.53.24.960000,,MAXADMIN
ODN1,GLIMA,ACTIVE,2026-04-24-08.54.50.437000,,LUIZFELIPE
ODN1,GLIMA,INACTIVE,2026-06-16-07.45.01.556000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GLINIO,ACTIVE,2023-12-17-18.38.25.000000,,RAPHAELBARBOSA
ODN1,GLINIO,NEWREG,2023-12-17-10.10.13.000000,,MAXADMIN
ODN1,GLINIO,INACTIVE,2023-12-25-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,GODIRAM,ACTIVE,2024-11-11-19.39.04.000000,,LUIZFELIPE
ODN1,GODIRAM,INACTIVE,2026-03-26-07.45.01.445000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GODIRAM,INACTIVE,2025-09-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GODIRAM,ACTIVE,2025-11-18-18.40.25.000000,,RENATOSOARES
ODN1,GODIRAM,ACTIVE,2025-07-24-18.26.12.000000,,RENATOSOARES
ODN1,GODIRAM,INACTIVE,2025-01-31-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GODIRAM,NEWREG,2024-11-11-19.38.26.000000,,MAXADMIN
ODN1,GOMESJEAN,INACTIVE,2025-04-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GOMESJEAN,NEWREG,2025-02-17-20.32.32.000000,,MAXADMIN
ODN1,GOMESJEAN,ACTIVE,2025-02-19-22.01.32.000000,,LUIZFELIPE
ODN1,GOMESPEDRO,ACTIVE,2024-08-14-19.38.28.000000,,LUIZFELIPE
ODN1,GOMESPEDRO,INACTIVE,2024-10-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GOMESPEDRO,NEWREG,2024-08-14-19.36.54.000000,,MAXADMIN
ODN1,GORDONMACLAREN,ACTIVE,2015-10-21-15.34.10.000000,,MAXADMIN
ODN1,GORDONMACLAREN,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,GRANTSCARMAN,ACTIVE,2013-12-05-12.07.07.000000,,MAXADMIN
ODN1,GRANTSCARMAN,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,GREGORYMATOS,ACTIVE,2024-03-28-12.05.26.000000,,ITEAM
ODN1,GREGORYMATOS,ACTIVE,2025-07-15-15.15.09.000000,Ticket#2025071529001144 — Ativação Usuário - gregorymatos,ITEAM
ODN1,GREGORYMATOS,INACTIVE,2025-06-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GREYMEROSORIO,ACTIVE,2025-01-10-17.47.59.000000,,ITEAM
ODN1,GREYMEROSORIO,INACTIVE,2025-02-16-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,GSFERNANDES,NEWREG,2026-04-25-08.21.25.426000,,MAXADMIN
ODN1,GSFERNANDES,ACTIVE,2026-04-25-08.27.17.177000,,LUIZFELIPE
ODN1,GSFERNANDES,INACTIVE,2026-07-01-01.00.01.724000,Automatic Inativate expired user access,MAXADMIN
ODN1,GSILVAALMEIDA,ACTIVE,2024-12-13-10.16.36.000000,,ITEAM
ODN1,GSILVAALMEIDA,INACTIVE,2025-02-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILBERTAZEVEDO,ACTIVE,2025-02-23-06.41.09.000000,,LUIZFELIPE
ODN1,GUILBERTAZEVEDO,INACTIVE,2025-08-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILBERTAZEVEDO,INACTIVE,2025-04-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILBERTAZEVEDO,ACTIVE,2025-05-21-20.57.03.000000,,LUIZFELIPE
ODN1,GUILBERTAZEVEDO,NEWREG,2025-02-22-19.45.04.000000,,MAXADMIN
ODN1,GUILHERMEANDRADE,NEWREG,2024-04-07-19.48.47.000000,,MAXADMIN
ODN1,GUILHERMEANDRADE,INACTIVE,2025-11-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEANDRADE,INACTIVE,2025-03-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEANDRADE,ACTIVE,2025-04-19-22.36.51.000000,,LUIZFELIPE
ODN1,GUILHERMEANDRADE,ACTIVE,2024-04-07-19.49.25.000000,,RAPHAELBARBOSA
ODN1,GUILHERMEBELCHIOR,ACTIVE,2014-09-08-18.10.59.000000,,MAXADMIN
ODN1,GUILHERMEBELCHIOR,INACTIVE,2018-08-15-09.06.35.000000,Transferido para a N06,MAXADOOG
ODN1,GUILHERMEDACRUZ,NEWREG,2026-02-13-08.24.08.538000,,ITEAM
ODN1,GUILHERMEDACRUZ,INACTIVE,2026-04-05-07.45.01.520000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEDACRUZ,ACTIVE,2026-02-13-08.24.51.336000,,RENATOSOARES
ODN1,GUILHERMEDASILVA,NEWREG,2025-07-18-19.23.37.000000,,ITEAM
ODN1,GUILHERMEDASILVA,INACTIVE,2025-09-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEDASILVA,ACTIVE,2025-07-18-19.24.11.000000,,LUIZFELIPE
ODN1,GUILHERMEDELIMA,NEWREG,2024-04-15-19.27.39.000000,,MAXADMIN
ODN1,GUILHERMEDELIMA,INACTIVE,2025-06-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEDELIMA,ACTIVE,2025-04-01-09.48.33.000000,,LUIZFELIPE
ODN1,GUILHERMEDELIMA,NEWREG,2025-04-01-09.46.44.000000,,MAXADMIN
ODN1,GUILHERMEDELIMA,INACTIVE,2024-06-18-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEDELIMA,ACTIVE,2024-04-15-19.28.31.000000,,RAPHAELBARBOSA
ODN1,GUILHERMEFADEL,ACTIVE,2024-05-24-15.47.37.000000,,LUIZFELIPE
ODN1,GUILHERMEFADEL,INACTIVE,2024-07-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEFADEL,BLOCKED,2024-05-24-18.54.02.000000,,MAXADMIN
ODN1,GUILHERMEFADEL,ACTIVE,2024-05-24-19.02.01.000000,,MAXADMIN
ODN1,GUILHERMEFADEL,NEWREG,2024-05-24-15.46.28.000000,,MAXADMIN
ODN1,GUILHERMELACERDA,INACTIVE,2025-04-22-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMELACERDA,ACTIVE,2025-02-17-20.17.53.000000,,RENATOSOARES
ODN1,GUILHERMELACERDA,NEWREG,2025-02-17-20.17.09.000000,,MAXADMIN
ODN1,GUILHERMEMANHAES,ACTIVE,2023-05-16-14.39.51.000000,,MAXADOOG
ODN1,GUILHERMEMANHAES,INACTIVE,2023-07-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEMOTA,ACTIVE,2025-08-20-12.05.42.000000,,ITEAM
ODN1,GUILHERMEMOTA,INACTIVE,2025-10-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEMOTANEVES,NEWREG,2026-02-01-13.40.24.619000,,ITEAM
ODN1,GUILHERMEMOTANEVES,INACTIVE,2026-04-01-07.45.01.838000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEMOTANEVES,ACTIVE,2026-02-01-13.41.22.842000,,LUIZFELIPE
ODN1,GUILHERMEPRUST,NEWREG,2025-04-19-08.59.09.000000,,MAXADMIN
ODN1,GUILHERMEPRUST,INACTIVE,2025-06-14-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEPRUST,ACTIVE,2025-04-19-08.59.31.000000,,LUIZFELIPE
ODN1,GUILHERMEPRUT,NEWREG,2025-04-19-08.54.58.000000,,MAXADMIN
ODN1,GUILHERMEPRUT,INACTIVE,2025-06-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMEPRUT,ACTIVE,2025-04-19-08.56.45.000000,,LUIZFELIPE
ODN1,GUILHERMESIQUEIRAA,NEWREG,2025-06-24-19.27.45.000000,,ITEAM
ODN1,GUILHERMESIQUEIRAA,ACTIVE,2026-04-01-09.33.57.642000,,LUIZFELIPE
ODN1,GUILHERMESIQUEIRAA,INACTIVE,2026-03-26-07.45.01.410000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMESIQUEIRAA,ACTIVE,2025-12-15-19.27.10.651000,,RENATOSOARES
ODN1,GUILHERMESIQUEIRAA,INACTIVE,2025-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUILHERMESIQUEIRAA,ACTIVE,2025-06-24-19.28.28.000000,,LUIZFELIPE
ODN1,GUILHERMESIQUEIRAA,INACTIVE,2026-05-24-07.45.02.309000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUMERCINDOTAPIAS,INACTIVE,2025-10-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUMERCINDOTAPIAS,ACTIVE,2025-08-18-19.41.26.000000,,LUIZFELIPE
ODN1,GUMERCINDOTAPIAS,NEWREG,2025-08-18-19.40.14.000000,,ITEAM
ODN1,GUSTAVOALMEIDA,NEWREG,2024-07-19-19.28.57.000000,,MAXADMIN
ODN1,GUSTAVOALMEIDA,INACTIVE,2024-09-08-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOALMEIDA,ACTIVE,2024-07-19-19.29.16.000000,,RAPHAELBARBOSA
ODN1,GUSTAVOASSIS,ACTIVE,2025-06-19-12.00.48.000000,,LUIZFELIPE
ODN1,GUSTAVOASSIS,INACTIVE,2025-08-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOASSIS,NEWREG,2025-06-19-12.00.12.000000,,ITEAM
ODN1,GUSTAVOBALIZA,NEWREG,2025-01-16-19.52.59.000000,,MAXADMIN
ODN1,GUSTAVOCANARIO,ACTIVE,2018-12-12-08.39.28.000000,,MAXADOOG
ODN1,GUSTAVOCANARIO,INACTIVE,2025-03-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOCANARIO,ACTIVE,2025-01-09-10.53.36.000000,,MAXADOOG
ODN1,GUSTAVOCANARIO,INACTIVE,2023-03-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOCORGOSINHO,ACTIVE,2023-08-17-14.57.15.000000,,ITEAM
ODN1,GUSTAVOCORGOSINHO,INACTIVE,2024-02-08-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOCORGOSINHO,ACTIVE,2023-10-24-15.19.57.000000,,ITEAM
ODN1,GUSTAVOCORGOSINHO,INACTIVE,2023-10-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOCORGOSINHO,ACTIVE,2023-12-15-18.53.25.000000,Ticket#0330985,HELPDESK
ODN1,GUSTAVOCORGOSINHO,INACTIVE,2023-12-14-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOFERNANDES,ACTIVE,2023-10-26-14.32.49.000000,,ITEAM
ODN1,GUSTAVOFERNANDES,INACTIVE,2025-02-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOFERNANDES,ACTIVE,2024-12-20-16.51.11.000000,0380934,HELPDESK
ODN1,GUSTAVOFERNANDES,INACTIVE,2024-09-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOFERNANDES,ACTIVE,2024-09-29-11.56.05.000000,0374589,HELPDESK
ODN1,GUSTAVOFERNANDES,INACTIVE,2024-06-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOFERNANDES,BLOCKED,2024-01-02-12.19.29.000000,,MAXADMIN
ODN1,GUSTAVOFERNANDES,ACTIVE,2024-01-02-12.23.14.000000,,MAXADMIN
ODN1,GUSTAVOFERNANDES,ACTIVE,2026-06-29-21.31.15.571000,,HELPDESK
ODN1,GUSTAVOMARK,NEWREG,2026-04-12-08.04.46.483000,,MAXADMIN
ODN1,GUSTAVOMARK,ACTIVE,2026-04-12-08.05.14.159000,,LUIZFELIPE
ODN1,GUSTAVOMARK,INACTIVE,2026-04-27-01.00.05.797000,Automatic Inativate expired user access,MAXADMIN
ODN1,GUSTAVOQUINTANILHA,INACTIVE,2024-03-31-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,GUSTAVOQUINTANILHA,NEWREG,2024-03-16-19.48.03.000000,,MAXADMIN
ODN1,GUSTAVOQUINTANILHA,ACTIVE,2024-03-16-19.51.59.000000,,RAPHAELBARBOSA
ODN1,GUSTAVOSCOSTA,NEWREG,2024-08-04-19.55.11.000000,,MAXADMIN
ODN1,GUSTAVOSCOSTA,ACTIVE,2024-08-04-19.56.44.000000,,RAPHAELBARBOSA
ODN1,GUSTAVOSCOSTA,INACTIVE,2024-09-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOSOZINHO,NEWREG,2026-03-15-07.39.24.918000,,MAXADMIN
ODN1,GUSTAVOSOZINHO,ACTIVE,2026-03-15-07.39.56.130000,,RENATOSOARES
ODN1,GUSTAVOSOZINHO,INACTIVE,2026-05-05-07.45.02.151000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOTAKAMA,ACTIVE,2023-10-04-15.09.16.000000,,ITEAM
ODN1,GUSTAVOTAKAMA,INACTIVE,2023-11-29-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOTMARINS,NEWREG,2026-01-25-02.14.23.624000,,ITEAM
ODN1,GUSTAVOTMARINS,ACTIVE,2026-01-25-02.15.29.107000,,LUIZFELIPE
ODN1,GUSTAVOTMARINS,INACTIVE,2026-05-03-07.45.03.210000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,GUSTAVOVASQUEZ,ACTIVE,2018-11-01-07.45.05.000000,,MAXADMIN
ODN1,GUSTAVOVASQUEZ,INACTIVE,2022-05-02-13.14.44.000000,Ticket#0237054 — Emissão de Rescisão Contratual -,ITEAM
ODN1,HAGATAOLIVEIRA,ACTIVE,2023-12-08-12.01.41.000000,,ITEAM
ODN1,HAGATAOLIVEIRA,INACTIVE,2024-01-28-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HALCOURTNEY,ACTIVE,2013-12-05-11.43.14.000000,,MAXADMIN
ODN1,HALCOURTNEY,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,HALLANAMARAL,ACTIVE,2025-08-27-17.24.52.000000,,RENATOSOARES
ODN1,HALLANAMARAL,INACTIVE,2025-10-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HALLANAMARAL,INACTIVE,2025-09-01-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HALLANAMARAL,ACTIVE,2025-08-30-06.28.10.000000,,RENATOSOARES
ODN1,HALLANAMARAL,ACTIVE,2025-08-29-06.18.20.000000,,RENATOSOARES
ODN1,HALLANAMARAL,NEWREG,2025-08-27-17.23.39.000000,,ITEAM
ODN1,HALLANAMARAL,INACTIVE,2025-08-31-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HALLANAMARAL,ACTIVE,2025-09-01-06.32.11.000000,,RENATOSOARES
ODN1,HALLANAMARAL,ACTIVE,2025-08-31-06.48.52.000000,,RENATOSOARES
ODN1,HALLANAMARAL,ACTIVE,2025-08-28-06.01.56.000000,,RENATOSOARES
ODN1,HALLANAMARAL,INACTIVE,2025-08-30-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HALLANAMARAL,INACTIVE,2025-08-29-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HALLANAMARAL,INACTIVE,2025-08-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HAMILTONJUNIOR,ACTIVE,2024-09-30-14.17.44.000000,,ITEAM
ODN1,HAMILTONJUNIOR,INACTIVE,2025-03-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HAMILTONJUNIOR,ACTIVE,2025-01-20-15.34.25.000000,,ITEAM
ODN1,HAMILTONJUNIOR,INACTIVE,2024-11-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HASSLERLEAL,ACTIVE,2022-04-04-14.57.41.000000,,ITEAM
ODN1,HASSLERLEAL,INACTIVE,2022-05-02-16.35.47.000000,Ticket#0236954 — Relatório Controle de Perfis - Unidades,ITEAM
ODN1,HEBERTONCASTRO,NEWREG,2025-07-05-20.02.50.000000,,ITEAM
ODN1,HEBERTONCASTRO,INACTIVE,2026-04-02-07.45.01.984000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HEBERTONCASTRO,ACTIVE,2025-12-21-19.09.10.323000,,RENATOSOARES
ODN1,HEBERTONCASTRO,INACTIVE,2025-08-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HEBERTONCASTRO,INACTIVE,2025-11-15-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HEBERTONCASTRO,ACTIVE,2025-09-23-19.40.18.000000,,RENATOSOARES
ODN1,HEBERTONCASTRO,ACTIVE,2025-07-05-20.03.42.000000,,RENATOSOARES
ODN1,HEITORBORGES,INACTIVE,2025-07-12-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HEITORBORGES,ACTIVE,2025-07-12-10.59.31.000000,,LUIZFELIPE
ODN1,HEITORBORGES,ACTIVE,2025-07-05-11.26.52.000000,,RENATOSOARES
ODN1,HEITORBORGES,NEWREG,2025-07-05-11.26.10.000000,,ITEAM
ODN1,HEITORBORGES,INACTIVE,2025-07-13-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HELCIOYASSUO,ACTIVE,2017-07-17-13.36.44.000000,,MAXADMIN
ODN1,HELCIOYASSUO,INACTIVE,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
ODN1,HELDERBARRETO,NEWREG,2024-05-25-13.16.13.000000,,MAXADMIN
ODN1,HELDERBARRETO,INACTIVE,2024-07-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELDERBARRETO,ACTIVE,2024-05-25-13.17.27.000000,,RAPHAELBARBOSA
ODN1,HELENOFILHO,ACTIVE,2017-08-15-10.02.10.000000,,MAXADMIN
ODN1,HELENOFILHO,INACTIVE,2019-09-06-16.26.34.000000,,MAXADOOG
ODN1,HELIELSONNOGUEIRA,INACTIVE,2021-02-27-18.58.04.000000,Usuarios que nunca acessaram o sistema.,MAXADOOG
ODN1,HELIELSONNOGUEIRA,ACTIVE,2020-12-18-14.46.31.000000,,ITEAM
ODN1,HELIOFERNANDES,INACTIVE,2024-08-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELIOFERNANDES,INACTIVE,2025-09-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELIOFERNANDES,ACTIVE,2025-03-19-14.37.19.000000,,ITEAM
ODN1,HELIOFERNANDES,ACTIVE,2024-06-14-08.21.34.000000,,ITEAM
ODN1,HELMARBEZERRA,ACTIVE,2023-12-15-18.08.01.000000,,RAPHAELBARBOSA
ODN1,HELMARBEZERRA,INACTIVE,2024-12-16-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HELMARBEZERRA,INACTIVE,2024-12-15-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HELMARBEZERRA,ACTIVE,2024-12-16-05.57.43.000000,,RENATOSOARES
ODN1,HELMARBEZERRA,ACTIVE,2024-12-15-05.38.14.000000,,RENATOSOARES
ODN1,HELMARBEZERRA,NEWREG,2023-12-15-18.07.16.000000,,MAXADMIN
ODN1,HELPDESK,ACTIVE,2014-04-02-20.23.40.000000,,MAXADMIN
ODN1,HELPDESK,ACTIVE,2022-02-18-08.32.34.000000,Liberado,MAXADOOG
ODN1,HELPDESK,INACTIVE,2022-02-02-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONBELICO,ACTIVE,2023-10-26-14.33.14.000000,,ITEAM
ODN1,HELTONBELICO,INACTIVE,2025-10-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONBELICO,INACTIVE,2025-02-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONBELICO,ACTIVE,2025-03-15-15.33.24.000000,2025031529000205,HELPDESK
ODN1,HELTONBELICO,ACTIVE,2024-10-19-06.15.51.000000,,MAXADMIN
ODN1,HELTONBELICO,BLOCKED,2024-10-19-06.09.08.000000,,MAXADMIN
ODN1,HELTONBELICO,ACTIVE,2024-05-07-06.00.32.000000,,MAXADMIN
ODN1,HELTONBELICO,BLOCKED,2024-05-07-06.00.08.000000,,MAXADMIN
ODN1,HELTONBELICO,ACTIVE,2024-03-04-21.53.07.000000,,MAXADMIN
ODN1,HELTONBELICO,BLOCKED,2024-03-04-21.47.59.000000,,MAXADMIN
ODN1,HELTONBELICO,ACTIVE,2023-12-16-06.07.20.000000,,HELPDESK
ODN1,HELTONBELICO,INACTIVE,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONNASCIMENTO,ACTIVE,2013-12-05-12.11.32.000000,,MAXADMIN
ODN1,HELTONNASCIMENTO,INACTIVE,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
ODN1,HELTONNASCIMENTO,INACTIVE,2024-03-28-17.39.07.000000,Transferido para a N09,MAXADOOG
ODN1,HELTONNASCIMENTO,ACTIVE,2021-10-14-16.06.42.000000,0216076 — Reset Senha Maximo,ITEAM
ODN1,HELTONNASCIMENTO,INACTIVE,2021-08-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONNASCIMENTO,ACTIVE,2023-10-14-07.31.26.000000,Ticket#0320252,HELPDESK
ODN1,HELTONNASCIMENTO,INACTIVE,2023-08-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HELTONNASCIMENTO,INACTIVE,2021-02-27-18.53.10.000000,,MAXADOOG
ODN1,HELTONNASCIMENTO,ACTIVE,2021-06-30-10.45.03.000000,,MAXADMIN
ODN1,HELTONNASCIMENTO,BLOCKED,2021-06-30-10.38.31.000000,,MAXADMIN
ODN1,HELTONNASCIMENTO,BLOCKED,2021-06-28-09.15.19.000000,,MAXADMIN
ODN1,HELTONNASCIMENTO,ACTIVE,2021-06-28-08.38.29.000000,Ticket#0203995,ITEAM
ODN1,HELTONNASCIMENTO,ACTIVE,2020-12-18-14.18.24.000000,,ITEAM
ODN1,HELTONNASCIMENTO,ACTIVE,2021-06-28-09.22.01.000000,,HELPDESK
ODN1,HENKTOL,ACTIVE,2013-12-05-11.46.38.000000,,MAXADMIN
ODN1,HENKTOL,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,HENRIQUEMEDEIROS,NEWREG,2025-08-31-08.21.50.000000,,ITEAM
ODN1,HENRIQUEMEDEIROS,ACTIVE,2025-08-31-08.22.19.000000,,RENATOSOARES
ODN1,HENRIQUEMEDEIROS,INACTIVE,2025-10-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
